Size,Method,Threads,Time_Sec
256,Morton,188,0.000333
256,Tiled,188,0.000149
256,RowMajor,189,0.000087
256,ColMajor,189,0.000460
256,NumpyStrided,189,0.000107
256,Morton,189,0.000282
256,Tiled,189,0.000143
256,RowMajor,190,0.000086
256,ColMajor,190,0.000462
256,NumpyStrided,190,0.000109
256,Morton,190,0.000288
256,Tiled,190,0.000142
256,RowMajor,191,0.000086
256,ColMajor,191,0.000468
256,NumpyStrided,191,0.000107
256,Morton,191,0.000270
256,Tiled,191,0.000336
256,RowMajor,192,0.000088
256,ColMajor,192,0.000462
256,NumpyStrided,192,0.000110
256,Morton,192,0.000294
256,Tiled,192,0.000140
256,RowMajor,193,0.000086
256,ColMajor,193,0.000464
256,NumpyStrided,193,0.000108
256,Morton,193,0.000269
256,Tiled,193,0.000099
256,RowMajor,194,0.000086
256,ColMajor,194,0.000465
256,NumpyStrided,194,0.000115
256,Morton,194,0.000267
256,Tiled,194,0.000139
256,RowMajor,195,0.000091
256,ColMajor,195,0.000493
256,NumpyStrided,195,0.000149
256,Morton,195,0.000876
256,Tiled,195,0.000195
256,RowMajor,196,0.000141
256,ColMajor,196,0.000502
256,NumpyStrided,196,0.000155
256,Morton,196,0.000374
256,Tiled,196,0.000100
256,RowMajor,197,0.000089
256,ColMajor,197,0.000450
256,NumpyStrided,197,0.000108
256,Morton,197,0.000273
256,Tiled,197,0.000108
256,RowMajor,198,0.000088
256,ColMajor,198,0.000462
256,NumpyStrided,198,0.000106
256,Morton,198,0.000275
256,Tiled,198,0.000144
256,RowMajor,199,0.000096
256,ColMajor,199,0.000440
256,NumpyStrided,199,0.000107
256,Morton,199,0.000276
256,Tiled,199,0.000098
256,RowMajor,200,0.000089
256,ColMajor,200,0.000471
256,NumpyStrided,200,0.000109
256,Morton,200,0.000373
256,Tiled,200,0.000193
512,RowMajor,1,0.001732
512,ColMajor,1,0.003395
512,NumpyStrided,1,0.000429
512,Morton,1,0.001166
512,Tiled,1,0.000431
512,RowMajor,2,0.000355
512,ColMajor,2,0.002945
512,NumpyStrided,2,0.000628
512,Morton,2,0.001182
512,Tiled,2,0.000706
512,RowMajor,3,0.000514
512,ColMajor,3,0.003452
512,NumpyStrided,3,0.000427
512,Morton,3,0.001148
512,Tiled,3,0.000434
512,RowMajor,4,0.000347
512,ColMajor,4,0.003618
512,NumpyStrided,4,0.000518
512,Morton,4,0.001325
512,Tiled,4,0.000477
512,RowMajor,5,0.000348
512,ColMajor,5,0.003009
512,NumpyStrided,5,0.000446
512,Morton,5,0.001407
512,Tiled,5,0.000485
512,RowMajor,6,0.000358
512,ColMajor,6,0.003124
512,NumpyStrided,6,0.000884
512,Morton,6,0.001137
512,Tiled,6,0.000415
512,RowMajor,7,0.000344
512,ColMajor,7,0.003260
512,NumpyStrided,7,0.000711
512,Morton,7,0.001125
512,Tiled,7,0.000522
512,RowMajor,8,0.000356
512,ColMajor,8,0.003238
512,NumpyStrided,8,0.000443
512,Morton,8,0.001115
512,Tiled,8,0.000430
512,RowMajor,9,0.000349
512,ColMajor,9,0.003345
512,NumpyStrided,9,0.000427
512,Morton,9,0.001131
512,Tiled,9,0.000414
512,RowMajor,10,0.000359
512,ColMajor,10,0.003121
512,NumpyStrided,10,0.000445
512,Morton,10,0.001142
512,Tiled,10,0.000402
512,RowMajor,11,0.000365
512,ColMajor,11,0.002934
512,NumpyStrided,11,0.000419
512,Morton,11,0.001104
512,Tiled,11,0.000449
512,RowMajor,12,0.000421
512,ColMajor,12,0.003170
512,NumpyStrided,12,0.000473
512,Morton,12,0.001168
512,Tiled,12,0.000447
512,RowMajor,13,0.000354
512,ColMajor,13,0.002924
512,NumpyStrided,13,0.000418
512,Morton,13,0.001338
512,Tiled,13,0.000438
512,RowMajor,14,0.000358
512,ColMajor,14,0.002922
512,NumpyStrided,14,0.000446
512,Morton,14,0.001105
512,Tiled,14,0.000560
512,RowMajor,15,0.000360
512,ColMajor,15,0.002952
512,NumpyStrided,15,0.000602
512,Morton,15,0.001140
512,Tiled,15,0.000435
512,RowMajor,16,0.000355
512,ColMajor,16,0.002973
512,NumpyStrided,16,0.000428
512,Morton,16,0.001366
512,Tiled,16,0.000406
512,RowMajor,17,0.000346
512,ColMajor,17,0.002918
512,NumpyStrided,17,0.000445
512,Morton,17,0.001172
512,Tiled,17,0.000499
512,RowMajor,18,0.000339
512,ColMajor,18,0.003152
512,NumpyStrided,18,0.000494
512,Morton,18,0.001337
512,Tiled,18,0.000426
512,RowMajor,19,0.000351
512,ColMajor,19,0.002944
512,NumpyStrided,19,0.000541
512,Morton,19,0.001235
512,Tiled,19,0.000464
512,RowMajor,20,0.000385
512,ColMajor,20,0.003057
512,NumpyStrided,20,0.000420
512,Morton,20,0.001153
512,Tiled,20,0.000540
512,RowMajor,21,0.000492
512,ColMajor,21,0.003451
512,NumpyStrided,21,0.000453
512,Morton,21,0.001211
512,Tiled,21,0.000449
512,RowMajor,22,0.000350
512,ColMajor,22,0.003012
512,NumpyStrided,22,0.000454
512,Morton,22,0.001210
512,Tiled,22,0.000411
512,RowMajor,23,0.000342
512,ColMajor,23,0.003049
512,NumpyStrided,23,0.000430
512,Morton,23,0.001163
512,Tiled,23,0.000571
512,RowMajor,24,0.000338
512,ColMajor,24,0.002997
512,NumpyStrided,24,0.000428
512,Morton,24,0.001189
512,Tiled,24,0.000569
512,RowMajor,25,0.000348
512,ColMajor,25,0.003220
512,NumpyStrided,25,0.000555
512,Morton,25,0.001179
512,Tiled,25,0.000457
512,RowMajor,26,0.000361
512,ColMajor,26,0.002965
512,NumpyStrided,26,0.000452
512,Morton,26,0.001161
512,Tiled,26,0.000421
512,RowMajor,27,0.000471
512,ColMajor,27,0.003061
512,NumpyStrided,27,0.000591
512,Morton,27,0.001141
512,Tiled,27,0.000415
512,RowMajor,28,0.000363
512,ColMajor,28,0.003005
512,NumpyStrided,28,0.000435
512,Morton,28,0.001384
512,Tiled,28,0.000504
512,RowMajor,29,0.000354
512,ColMajor,29,0.003569
512,NumpyStrided,29,0.000436
512,Morton,29,0.001352
512,Tiled,29,0.000494
512,RowMajor,30,0.000352
512,ColMajor,30,0.003315
512,NumpyStrided,30,0.000453
512,Morton,30,0.001209
512,Tiled,30,0.000401
512,RowMajor,31,0.000338
512,ColMajor,31,0.003060
512,NumpyStrided,31,0.000420
512,Morton,31,0.001128
512,Tiled,31,0.000400
512,RowMajor,32,0.000348
512,ColMajor,32,0.002979
512,NumpyStrided,32,0.000441
512,Morton,32,0.001114
512,Tiled,32,0.000427
512,RowMajor,33,0.000354
512,ColMajor,33,0.002995
512,NumpyStrided,33,0.000444
512,Morton,33,0.001120
512,Tiled,33,0.000429
512,RowMajor,34,0.000339
512,ColMajor,34,0.003035
512,NumpyStrided,34,0.000435
512,Morton,34,0.001171
512,Tiled,34,0.000404
512,RowMajor,35,0.000337
512,ColMajor,35,0.002922
512,NumpyStrided,35,0.000430
512,Morton,35,0.001150
512,Tiled,35,0.000414
512,RowMajor,36,0.000360
512,ColMajor,36,0.003104
512,NumpyStrided,36,0.000439
512,Morton,36,0.001152
512,Tiled,36,0.000564
512,RowMajor,37,0.000341
512,ColMajor,37,0.002991
512,NumpyStrided,37,0.000420
512,Morton,37,0.001135
512,Tiled,37,0.000689
512,RowMajor,38,0.000925
512,ColMajor,38,0.002994
512,NumpyStrided,38,0.000551
512,Morton,38,0.001097
512,Tiled,38,0.000556
512,RowMajor,39,0.000448
512,ColMajor,39,0.003096
512,NumpyStrided,39,0.000457
512,Morton,39,0.001359
512,Tiled,39,0.000451
512,RowMajor,40,0.000347
512,ColMajor,40,0.002898
512,NumpyStrided,40,0.000434
512,Morton,40,0.001107
512,Tiled,40,0.000408
512,RowMajor,41,0.000366
512,ColMajor,41,0.003190
512,NumpyStrided,41,0.000439
512,Morton,41,0.001094
512,Tiled,41,0.000556
512,RowMajor,42,0.000357
512,ColMajor,42,0.002889
512,NumpyStrided,42,0.000422
512,Morton,42,0.001093
512,Tiled,42,0.000397
512,RowMajor,43,0.000350
512,ColMajor,43,0.004335
512,NumpyStrided,43,0.000481
512,Morton,43,0.001360
512,Tiled,43,0.000521
512,RowMajor,44,0.000343
512,ColMajor,44,0.003625
512,NumpyStrided,44,0.000432
512,Morton,44,0.001344
512,Tiled,44,0.000541
512,RowMajor,45,0.000761
512,ColMajor,45,0.003064
512,NumpyStrided,45,0.000429
512,Morton,45,0.001096
512,Tiled,45,0.000477
512,RowMajor,46,0.000557
512,ColMajor,46,0.003056
512,NumpyStrided,46,0.000559
512,Morton,46,0.001163
512,Tiled,46,0.000515
512,RowMajor,47,0.000346
512,ColMajor,47,0.003004
512,NumpyStrided,47,0.000431
512,Morton,47,0.001094
512,Tiled,47,0.000534
512,RowMajor,48,0.000364
512,ColMajor,48,0.003001
512,NumpyStrided,48,0.000451
512,Morton,48,0.001177
512,Tiled,48,0.000432
512,RowMajor,49,0.000344
512,ColMajor,49,0.003453
512,NumpyStrided,49,0.000588
512,Morton,49,0.001156
512,Tiled,49,0.000410
512,RowMajor,50,0.000421
512,ColMajor,50,0.003217
512,NumpyStrided,50,0.000454
512,Morton,50,0.001133
512,Tiled,50,0.000484
512,RowMajor,51,0.000360
512,ColMajor,51,0.003120
512,NumpyStrided,51,0.000419
512,Morton,51,0.001153
512,Tiled,51,0.000590
512,RowMajor,52,0.000412
512,ColMajor,52,0.003482
512,NumpyStrided,52,0.000439
512,Morton,52,0.001123
512,Tiled,52,0.000552
512,RowMajor,53,0.000350
512,ColMajor,53,0.003274
512,NumpyStrided,53,0.000431
512,Morton,53,0.001191
512,Tiled,53,0.000425
512,RowMajor,54,0.000386
512,ColMajor,54,0.003084
512,NumpyStrided,54,0.000436
512,Morton,54,0.001118
512,Tiled,54,0.000643
512,RowMajor,55,0.000583
512,ColMajor,55,0.003060
512,NumpyStrided,55,0.000430
512,Morton,55,0.001385
512,Tiled,55,0.000760
512,RowMajor,56,0.000533
512,ColMajor,56,0.002984
512,NumpyStrided,56,0.000441
512,Morton,56,0.001148
512,Tiled,56,0.000579
512,RowMajor,57,0.000365
512,ColMajor,57,0.002937
512,NumpyStrided,57,0.000723
512,Morton,57,0.001710
512,Tiled,57,0.000561
512,RowMajor,58,0.000358
512,ColMajor,58,0.002903
512,NumpyStrided,58,0.000436
512,Morton,58,0.001137
512,Tiled,58,0.000397
512,RowMajor,59,0.000339
512,ColMajor,59,0.002887
512,NumpyStrided,59,0.000434
512,Morton,59,0.001102
512,Tiled,59,0.000564
512,RowMajor,60,0.000359
512,ColMajor,60,0.002867
512,NumpyStrided,60,0.000421
512,Morton,60,0.001660
512,Tiled,60,0.000659
512,RowMajor,61,0.000774
512,ColMajor,61,0.003156
512,NumpyStrided,61,0.000449
512,Morton,61,0.001106
512,Tiled,61,0.000616
512,RowMajor,62,0.000363
512,ColMajor,62,0.003092
512,NumpyStrided,62,0.000503
512,Morton,62,0.001356
512,Tiled,62,0.000475
512,RowMajor,63,0.000350
512,ColMajor,63,0.003054
512,NumpyStrided,63,0.000440
512,Morton,63,0.001158
512,Tiled,63,0.000559
512,RowMajor,64,0.000444
512,ColMajor,64,0.003088
512,NumpyStrided,64,0.000456
512,Morton,64,0.001131
512,Tiled,64,0.000406
512,RowMajor,65,0.000650
512,ColMajor,65,0.002951
512,NumpyStrided,65,0.000448
512,Morton,65,0.001101
512,Tiled,65,0.000413
512,RowMajor,66,0.000348
512,ColMajor,66,0.002936
512,NumpyStrided,66,0.000460
512,Morton,66,0.001118
512,Tiled,66,0.000432
512,RowMajor,67,0.000349
512,ColMajor,67,0.002857
512,NumpyStrided,67,0.000503
512,Morton,67,0.001404
512,Tiled,67,0.000559
512,RowMajor,68,0.000542
512,ColMajor,68,0.003256
512,NumpyStrided,68,0.000449
512,Morton,68,0.001510
512,Tiled,68,0.000647
512,RowMajor,69,0.000605
512,ColMajor,69,0.003697
512,NumpyStrided,69,0.000977
512,Morton,69,0.001235
512,Tiled,69,0.000409
512,RowMajor,70,0.000410
512,ColMajor,70,0.003005
512,NumpyStrided,70,0.000440
512,Morton,70,0.001130
512,Tiled,70,0.000400
512,RowMajor,71,0.000346
512,ColMajor,71,0.003212
512,NumpyStrided,71,0.000469
512,Morton,71,0.001135
512,Tiled,71,0.000575
512,RowMajor,72,0.000341
512,ColMajor,72,0.003095
512,NumpyStrided,72,0.000436
512,Morton,72,0.001091
512,Tiled,72,0.000445
512,RowMajor,73,0.000379
512,ColMajor,73,0.002929
512,NumpyStrided,73,0.000429
512,Morton,73,0.001708
512,Tiled,73,0.000450
512,RowMajor,74,0.000359
512,ColMajor,74,0.002874
512,NumpyStrided,74,0.000437
512,Morton,74,0.001128
512,Tiled,74,0.000556
512,RowMajor,75,0.000335
512,ColMajor,75,0.003405
512,NumpyStrided,75,0.000435
512,Morton,75,0.001128
512,Tiled,75,0.000440
512,RowMajor,76,0.000336
512,ColMajor,76,0.002886
512,NumpyStrided,76,0.000430
512,Morton,76,0.001252
512,Tiled,76,0.000408
512,RowMajor,77,0.000339
512,ColMajor,77,0.002956
512,NumpyStrided,77,0.000422
512,Morton,77,0.001138
512,Tiled,77,0.000398
512,RowMajor,78,0.000336
512,ColMajor,78,0.003617
512,NumpyStrided,78,0.000437
512,Morton,78,0.001120
512,Tiled,78,0.000485
512,RowMajor,79,0.000343
512,ColMajor,79,0.003015
512,NumpyStrided,79,0.000438
512,Morton,79,0.001340
512,Tiled,79,0.000415
512,RowMajor,80,0.000354
512,ColMajor,80,0.003045
512,NumpyStrided,80,0.000421
512,Morton,80,0.001167
512,Tiled,80,0.000422
512,RowMajor,81,0.000336
512,ColMajor,81,0.003126
512,NumpyStrided,81,0.000480
512,Morton,81,0.001193
512,Tiled,81,0.000425
512,RowMajor,82,0.000342
512,ColMajor,82,0.002989
512,NumpyStrided,82,0.000438
512,Morton,82,0.001102
512,Tiled,82,0.000466
512,RowMajor,83,0.000346
512,ColMajor,83,0.003001
512,NumpyStrided,83,0.000412
512,Morton,83,0.001110
512,Tiled,83,0.000526
512,RowMajor,84,0.000352
512,ColMajor,84,0.003027
512,NumpyStrided,84,0.000470
512,Morton,84,0.001434
512,Tiled,84,0.000427
512,RowMajor,85,0.000335
512,ColMajor,85,0.002988
512,NumpyStrided,85,0.000430
512,Morton,85,0.001137
512,Tiled,85,0.000571
512,RowMajor,86,0.000342
512,ColMajor,86,0.003241
512,NumpyStrided,86,0.000504
512,Morton,86,0.001155
512,Tiled,86,0.000419
512,RowMajor,87,0.000346
512,ColMajor,87,0.002926
512,NumpyStrided,87,0.000411
512,Morton,87,0.001139
512,Tiled,87,0.000398
512,RowMajor,88,0.000339
512,ColMajor,88,0.002982
512,NumpyStrided,88,0.000421
512,Morton,88,0.001076
512,Tiled,88,0.000507
512,RowMajor,89,0.000520
512,ColMajor,89,0.003553
512,NumpyStrided,89,0.000483
512,Morton,89,0.001127
512,Tiled,89,0.000428
512,RowMajor,90,0.000359
512,ColMajor,90,0.002975
512,NumpyStrided,90,0.000441
512,Morton,90,0.001357
512,Tiled,90,0.000411
512,RowMajor,91,0.000344
512,ColMajor,91,0.002932
512,NumpyStrided,91,0.000454
512,Morton,91,0.001115
512,Tiled,91,0.000398
512,RowMajor,92,0.000449
512,ColMajor,92,0.002930
512,NumpyStrided,92,0.000635
512,Morton,92,0.001809
512,Tiled,92,0.000741
512,RowMajor,93,0.000591
512,ColMajor,93,0.002839
512,NumpyStrided,93,0.000449
512,Morton,93,0.001239
512,Tiled,93,0.000424
512,RowMajor,94,0.000348
512,ColMajor,94,0.002897
512,NumpyStrided,94,0.000440
512,Morton,94,0.001131
512,Tiled,94,0.000593
512,RowMajor,95,0.000355
512,ColMajor,95,0.003746
512,NumpyStrided,95,0.000439
512,Morton,95,0.001342
512,Tiled,95,0.000506
512,RowMajor,96,0.000352
512,ColMajor,96,0.003618
512,NumpyStrided,96,0.000486
512,Morton,96,0.001361
512,Tiled,96,0.000478
512,RowMajor,97,0.000378
512,ColMajor,97,0.003642
512,NumpyStrided,97,0.000450
512,Morton,97,0.001333
512,Tiled,97,0.000472
512,RowMajor,98,0.000339
512,ColMajor,98,0.003271
512,NumpyStrided,98,0.000436
512,Morton,98,0.001148
512,Tiled,98,0.000651
512,RowMajor,99,0.000356
512,ColMajor,99,0.003538
512,NumpyStrided,99,0.000472
512,Morton,99,0.001136
512,Tiled,99,0.000417
512,RowMajor,100,0.000358
512,ColMajor,100,0.003708
512,NumpyStrided,100,0.000474
512,Morton,100,0.001406
512,Tiled,100,0.000487
512,RowMajor,101,0.000345
512,ColMajor,101,0.003642
512,NumpyStrided,101,0.000443
512,Morton,101,0.001388
512,Tiled,101,0.000525
512,RowMajor,102,0.000342
512,ColMajor,102,0.003772
512,NumpyStrided,102,0.000464
512,Morton,102,0.001374
512,Tiled,102,0.000486
512,RowMajor,103,0.000340
512,ColMajor,103,0.003555
512,NumpyStrided,103,0.000431
512,Morton,103,0.002397
512,Tiled,103,0.000853
512,RowMajor,104,0.000582
512,ColMajor,104,0.003571
512,NumpyStrided,104,0.000556
512,Morton,104,0.001181
512,Tiled,104,0.000413
512,RowMajor,105,0.000351
512,ColMajor,105,0.003028
512,NumpyStrided,105,0.000494
512,Morton,105,0.001122
512,Tiled,105,0.000407
512,RowMajor,106,0.000344
512,ColMajor,106,0.002963
512,NumpyStrided,106,0.000433
512,Morton,106,0.001109
512,Tiled,106,0.000408
512,RowMajor,107,0.000349
512,ColMajor,107,0.003125
512,NumpyStrided,107,0.000589
512,Morton,107,0.001275
512,Tiled,107,0.000499
512,RowMajor,108,0.000349
512,ColMajor,108,0.002910
512,NumpyStrided,108,0.000563
512,Morton,108,0.001350
512,Tiled,108,0.000431
512,RowMajor,109,0.000340
512,ColMajor,109,0.002962
512,NumpyStrided,109,0.000435
512,Morton,109,0.001124
512,Tiled,109,0.000394
512,RowMajor,110,0.000351
512,ColMajor,110,0.002888
512,NumpyStrided,110,0.000415
512,Morton,110,0.002619
512,Tiled,110,0.000497
512,RowMajor,111,0.000394
512,ColMajor,111,0.003128
512,NumpyStrided,111,0.000421
512,Morton,111,0.001105
512,Tiled,111,0.000516
512,RowMajor,112,0.000333
512,ColMajor,112,0.003004
512,NumpyStrided,112,0.000644
512,Morton,112,0.001329
512,Tiled,112,0.000420
512,RowMajor,113,0.000387
512,ColMajor,113,0.003112
512,NumpyStrided,113,0.000454
512,Morton,113,0.001113
512,Tiled,113,0.000482
512,RowMajor,114,0.000345
512,ColMajor,114,0.003155
512,NumpyStrided,114,0.000453
512,Morton,114,0.001158
512,Tiled,114,0.000433
512,RowMajor,115,0.000353
512,ColMajor,115,0.002889
512,NumpyStrided,115,0.000426
512,Morton,115,0.001098
512,Tiled,115,0.001301
512,RowMajor,116,0.000440
512,ColMajor,116,0.003005
512,NumpyStrided,116,0.000420
512,Morton,116,0.001148
512,Tiled,116,0.000394
512,RowMajor,117,0.000385
512,ColMajor,117,0.003273
512,NumpyStrided,117,0.000426
512,Morton,117,0.001137
512,Tiled,117,0.000440
512,RowMajor,118,0.000343
512,ColMajor,118,0.003079
512,NumpyStrided,118,0.000437
512,Morton,118,0.001241
512,Tiled,118,0.000406
512,RowMajor,119,0.000345
512,ColMajor,119,0.003051
512,NumpyStrided,119,0.000438
512,Morton,119,0.001113
512,Tiled,119,0.000411
512,RowMajor,120,0.000469
512,ColMajor,120,0.003048
512,NumpyStrided,120,0.000438
512,Morton,120,0.001516
512,Tiled,120,0.000419
512,RowMajor,121,0.000338
512,ColMajor,121,0.003058
512,NumpyStrided,121,0.000444
512,Morton,121,0.001419
512,Tiled,121,0.000509
512,RowMajor,122,0.000358
512,ColMajor,122,0.003646
512,NumpyStrided,122,0.000448
512,Morton,122,0.001334
512,Tiled,122,0.000560
512,RowMajor,123,0.000345
512,ColMajor,123,0.003597
512,NumpyStrided,123,0.000450
512,Morton,123,0.001116
512,Tiled,123,0.000427
512,RowMajor,124,0.000350
512,ColMajor,124,0.003390
512,NumpyStrided,124,0.000426
512,Morton,124,0.001164
512,Tiled,124,0.000566
512,RowMajor,125,0.000390
512,ColMajor,125,0.003156
512,NumpyStrided,125,0.000422
512,Morton,125,0.001098
512,Tiled,125,0.000408
512,RowMajor,126,0.000363
512,ColMajor,126,0.003573
512,NumpyStrided,126,0.000420
512,Morton,126,0.001100
512,Tiled,126,0.000483
512,RowMajor,127,0.000415
512,ColMajor,127,0.003200
512,NumpyStrided,127,0.000428
512,Morton,127,0.001159
512,Tiled,127,0.000723
512,RowMajor,128,0.000680
512,ColMajor,128,0.002933
512,NumpyStrided,128,0.000677
512,Morton,128,0.001186
512,Tiled,128,0.000415
512,RowMajor,129,0.000372
512,ColMajor,129,0.003269
512,NumpyStrided,129,0.000642
512,Morton,129,0.001246
512,Tiled,129,0.001136
512,RowMajor,130,0.000845
512,ColMajor,130,0.003280
512,NumpyStrided,130,0.000432
512,Morton,130,0.001160
512,Tiled,130,0.000493
512,RowMajor,131,0.000565
512,ColMajor,131,0.003194
512,NumpyStrided,131,0.000431
512,Morton,131,0.001306
512,Tiled,131,0.000534
512,RowMajor,132,0.000380
512,ColMajor,132,0.003223
512,NumpyStrided,132,0.000641
512,Morton,132,0.001204
512,Tiled,132,0.000556
512,RowMajor,133,0.000350
512,ColMajor,133,0.003225
512,NumpyStrided,133,0.000506
512,Morton,133,0.001162
512,Tiled,133,0.000435
512,RowMajor,134,0.000336
512,ColMajor,134,0.003010
512,NumpyStrided,134,0.000456
512,Morton,134,0.001087
512,Tiled,134,0.000419
512,RowMajor,135,0.000355
512,ColMajor,135,0.002899
512,NumpyStrided,135,0.000439
512,Morton,135,0.001176
512,Tiled,135,0.000400
512,RowMajor,136,0.000358
512,ColMajor,136,0.002893
512,NumpyStrided,136,0.000415
512,Morton,136,0.001171
512,Tiled,136,0.000413
512,RowMajor,137,0.000335
512,ColMajor,137,0.002907
512,NumpyStrided,137,0.000679
512,Morton,137,0.001590
512,Tiled,137,0.000505
512,RowMajor,138,0.000341
512,ColMajor,138,0.002889
512,NumpyStrided,138,0.000417
512,Morton,138,0.001225
512,Tiled,138,0.000575
512,RowMajor,139,0.000365
512,ColMajor,139,0.002899
512,NumpyStrided,139,0.000420
512,Morton,139,0.001152
512,Tiled,139,0.000407
512,RowMajor,140,0.000334
512,ColMajor,140,0.002876
512,NumpyStrided,140,0.000448
512,Morton,140,0.001106
512,Tiled,140,0.000427
512,RowMajor,141,0.000502
512,ColMajor,141,0.003404
512,NumpyStrided,141,0.000460
512,Morton,141,0.001701
512,Tiled,141,0.000830
512,RowMajor,142,0.000647
512,ColMajor,142,0.003280
512,NumpyStrided,142,0.000479
512,Morton,142,0.001187
512,Tiled,142,0.000408
512,RowMajor,143,0.000341
512,ColMajor,143,0.003579
512,NumpyStrided,143,0.000620
512,Morton,143,0.001647
512,Tiled,143,0.000461
512,RowMajor,144,0.000359
512,ColMajor,144,0.002916
512,NumpyStrided,144,0.000430
512,Morton,144,0.001170
512,Tiled,144,0.000464
512,RowMajor,145,0.000332
512,ColMajor,145,0.002863
512,NumpyStrided,145,0.000424
512,Morton,145,0.001110
512,Tiled,145,0.000460
512,RowMajor,146,0.000337
512,ColMajor,146,0.003038
512,NumpyStrided,146,0.000476
512,Morton,146,0.001154
512,Tiled,146,0.000442
512,RowMajor,147,0.000340
512,ColMajor,147,0.002878
512,NumpyStrided,147,0.000436
512,Morton,147,0.001110
512,Tiled,147,0.000393
512,RowMajor,148,0.000346
512,ColMajor,148,0.003126
512,NumpyStrided,148,0.000458
512,Morton,148,0.001127
512,Tiled,148,0.000431
512,RowMajor,149,0.000367
512,ColMajor,149,0.002996
512,NumpyStrided,149,0.000428
512,Morton,149,0.001853
512,Tiled,149,0.000511
512,RowMajor,150,0.000396
512,ColMajor,150,0.003264
512,NumpyStrided,150,0.000419
512,Morton,150,0.001146
512,Tiled,150,0.000428
512,RowMajor,151,0.000343
512,ColMajor,151,0.004686
512,NumpyStrided,151,0.000495
512,Morton,151,0.001355
512,Tiled,151,0.000422
512,RowMajor,152,0.000344
512,ColMajor,152,0.003253
512,NumpyStrided,152,0.000521
512,Morton,152,0.001232
512,Tiled,152,0.000423
512,RowMajor,153,0.000341
512,ColMajor,153,0.002922
512,NumpyStrided,153,0.000440
512,Morton,153,0.001138
512,Tiled,153,0.000557
512,RowMajor,154,0.000426
512,ColMajor,154,0.003029
512,NumpyStrided,154,0.000447
512,Morton,154,0.001146
512,Tiled,154,0.000418
512,RowMajor,155,0.000343
512,ColMajor,155,0.002891
512,NumpyStrided,155,0.000455
512,Morton,155,0.001232
512,Tiled,155,0.000554
512,RowMajor,156,0.000360
512,ColMajor,156,0.002908
512,NumpyStrided,156,0.000447
512,Morton,156,0.001105
512,Tiled,156,0.000418
512,RowMajor,157,0.000349
512,ColMajor,157,0.002972
512,NumpyStrided,157,0.000438
512,Morton,157,0.001141
512,Tiled,157,0.000440
512,RowMajor,158,0.000410
512,ColMajor,158,0.003013
512,NumpyStrided,158,0.000462
512,Morton,158,0.001275
512,Tiled,158,0.000519
512,RowMajor,159,0.000666
512,ColMajor,159,0.003193
512,NumpyStrided,159,0.000442
512,Morton,159,0.001134
512,Tiled,159,0.000456
512,RowMajor,160,0.000354
512,ColMajor,160,0.003047
512,NumpyStrided,160,0.000443
512,Morton,160,0.001499
512,Tiled,160,0.000484
512,RowMajor,161,0.000359
512,ColMajor,161,0.003090
512,NumpyStrided,161,0.000451
512,Morton,161,0.001204
512,Tiled,161,0.000819
512,RowMajor,162,0.000365
512,ColMajor,162,0.003017
512,NumpyStrided,162,0.000455
512,Morton,162,0.001169
512,Tiled,162,0.000785
512,RowMajor,163,0.000437
512,ColMajor,163,0.003218
512,NumpyStrided,163,0.000438
512,Morton,163,0.001150
512,Tiled,163,0.000449
512,RowMajor,164,0.000361
512,ColMajor,164,0.003180
512,NumpyStrided,164,0.000517
512,Morton,164,0.001243
512,Tiled,164,0.000611
512,RowMajor,165,0.000366
512,ColMajor,165,0.003147
512,NumpyStrided,165,0.000439
512,Morton,165,0.001477
512,Tiled,165,0.000435
512,RowMajor,166,0.000369
512,ColMajor,166,0.002971
512,NumpyStrided,166,0.000449
512,Morton,166,0.001118
512,Tiled,166,0.000554
512,RowMajor,167,0.000335
512,ColMajor,167,0.003020
512,NumpyStrided,167,0.000658
512,Morton,167,0.001334
512,Tiled,167,0.000617
512,RowMajor,168,0.000362
512,ColMajor,168,0.003076
512,NumpyStrided,168,0.000427
512,Morton,168,0.001139
512,Tiled,168,0.000509
512,RowMajor,169,0.000421
512,ColMajor,169,0.003182
512,NumpyStrided,169,0.000560
512,Morton,169,0.001395
512,Tiled,169,0.000457
512,RowMajor,170,0.000366
512,ColMajor,170,0.004240
512,NumpyStrided,170,0.000463
512,Morton,170,0.001203
512,Tiled,170,0.000604
512,RowMajor,171,0.000596
512,ColMajor,171,0.003579
512,NumpyStrided,171,0.000654
512,Morton,171,0.001847
512,Tiled,171,0.000744
512,RowMajor,172,0.000608
512,ColMajor,172,0.004179
512,NumpyStrided,172,0.000478
512,Morton,172,0.001252
512,Tiled,172,0.001325
512,RowMajor,173,0.000356
512,ColMajor,173,0.003218
512,NumpyStrided,173,0.000442
512,Morton,173,0.001124
512,Tiled,173,0.000430
512,RowMajor,174,0.000345
512,ColMajor,174,0.003346
512,NumpyStrided,174,0.000461
512,Morton,174,0.001280
512,Tiled,174,0.000458
512,RowMajor,175,0.000397
512,ColMajor,175,0.003559
512,NumpyStrided,175,0.000420
512,Morton,175,0.001126
512,Tiled,175,0.000437
512,RowMajor,176,0.000377
512,ColMajor,176,0.003088
512,NumpyStrided,176,0.000415
512,Morton,176,0.001135
512,Tiled,176,0.000492
512,RowMajor,177,0.000345
512,ColMajor,177,0.002967
