Size,Method,Threads,Time_Sec
512,NumpyStrided,177,0.000431
512,Morton,177,0.001153
512,Tiled,177,0.000470
512,RowMajor,178,0.000349
512,ColMajor,178,0.002884
512,NumpyStrided,178,0.000423
512,Morton,178,0.001104
512,Tiled,178,0.000556
512,RowMajor,179,0.000332
512,ColMajor,179,0.003033
512,NumpyStrided,179,0.000666
512,Morton,179,0.001272
512,Tiled,179,0.000555
512,RowMajor,180,0.000347
512,ColMajor,180,0.003192
512,NumpyStrided,180,0.000412
512,Morton,180,0.001124
512,Tiled,180,0.000449
512,RowMajor,181,0.000356
512,ColMajor,181,0.003573
512,NumpyStrided,181,0.000455
512,Morton,181,0.001229
512,Tiled,181,0.000483
512,RowMajor,182,0.000352
512,ColMajor,182,0.002941
512,NumpyStrided,182,0.000428
512,Morton,182,0.001155
512,Tiled,182,0.000394
512,RowMajor,183,0.000346
512,ColMajor,183,0.003362
512,NumpyStrided,183,0.000426
512,Morton,183,0.001138
512,Tiled,183,0.000409
512,RowMajor,184,0.000369
512,ColMajor,184,0.002991
512,NumpyStrided,184,0.000688
512,Morton,184,0.001509
512,Tiled,184,0.000441
512,RowMajor,185,0.000347
512,ColMajor,185,0.003099
512,NumpyStrided,185,0.000420
512,Morton,185,0.001102
512,Tiled,185,0.000548
512,RowMajor,186,0.000340
512,ColMajor,186,0.002949
512,NumpyStrided,186,0.000419
512,Morton,186,0.001111
512,Tiled,186,0.000639
512,RowMajor,187,0.000666
512,ColMajor,187,0.003331
512,NumpyStrided,187,0.000430
512,Morton,187,0.001138
512,Tiled,187,0.000401
512,RowMajor,188,0.000361
512,ColMajor,188,0.002939
512,NumpyStrided,188,0.000426
512,Morton,188,0.001176
512,Tiled,188,0.000561
512,RowMajor,189,0.000363
512,ColMajor,189,0.002926
512,NumpyStrided,189,0.000410
512,Morton,189,0.001141
512,Tiled,189,0.000396
512,RowMajor,190,0.000340
512,ColMajor,190,0.003584
512,NumpyStrided,190,0.000456
512,Morton,190,0.001576
512,Tiled,190,0.000754
512,RowMajor,191,0.000577
512,ColMajor,191,0.002887
512,NumpyStrided,191,0.000431
512,Morton,191,0.001110
512,Tiled,191,0.000443
512,RowMajor,192,0.000354
512,ColMajor,192,0.003016
512,NumpyStrided,192,0.000471
512,Morton,192,0.001147
512,Tiled,192,0.000410
512,RowMajor,193,0.000366
512,ColMajor,193,0.003128
512,NumpyStrided,193,0.000779
512,Morton,193,0.001942
512,Tiled,193,0.000598
512,RowMajor,194,0.000360
512,ColMajor,194,0.003541
512,NumpyStrided,194,0.000428
512,Morton,194,0.001193
512,Tiled,194,0.000728
512,RowMajor,195,0.000528
512,ColMajor,195,0.003078
512,NumpyStrided,195,0.000472
512,Morton,195,0.001091
512,Tiled,195,0.000422
512,RowMajor,196,0.000348
512,ColMajor,196,0.002992
512,NumpyStrided,196,0.000410
512,Morton,196,0.001130
512,Tiled,196,0.000430
512,RowMajor,197,0.000360
512,ColMajor,197,0.003303
512,NumpyStrided,197,0.000445
512,Morton,197,0.001149
512,Tiled,197,0.000562
512,RowMajor,198,0.000348
512,ColMajor,198,0.003253
512,NumpyStrided,198,0.000683
512,Morton,198,0.001749
512,Tiled,198,0.000722
512,RowMajor,199,0.000632
512,ColMajor,199,0.003199
512,NumpyStrided,199,0.000433
512,Morton,199,0.001199
512,Tiled,199,0.000417
512,RowMajor,200,0.000355
512,ColMajor,200,0.002986
512,NumpyStrided,200,0.000419
512,Morton,200,0.001134
512,Tiled,200,0.000555
1024,RowMajor,1,0.006992
1024,ColMajor,1,0.032007
1024,NumpyStrided,1,0.001732
1024,Morton,1,0.006813
1024,Tiled,1,0.002066
1024,RowMajor,2,0.001418
1024,ColMajor,2,0.030488
1024,NumpyStrided,2,0.002020
1024,Morton,2,0.008044
1024,Tiled,2,0.003091
1024,RowMajor,3,0.001910
1024,ColMajor,3,0.029695
1024,NumpyStrided,3,0.001997
1024,Morton,3,0.009375
1024,Tiled,3,0.003120
1024,RowMajor,4,0.002171
1024,ColMajor,4,0.027968
1024,NumpyStrided,4,0.001715
1024,Morton,4,0.008582
1024,Tiled,4,0.003977
1024,RowMajor,5,0.001732
1024,ColMajor,5,0.030631
1024,NumpyStrided,5,0.001992
1024,Morton,5,0.009658
1024,Tiled,5,0.003382
1024,RowMajor,6,0.001623
1024,ColMajor,6,0.029585
1024,NumpyStrided,6,0.002042
1024,Morton,6,0.006800
1024,Tiled,6,0.002588
1024,RowMajor,7,0.001451
1024,ColMajor,7,0.028669
1024,NumpyStrided,7,0.002404
1024,Morton,7,0.007228
1024,Tiled,7,0.002332
1024,RowMajor,8,0.001631
1024,ColMajor,8,0.033279
1024,NumpyStrided,8,0.001948
1024,Morton,8,0.005947
1024,Tiled,8,0.002173
1024,RowMajor,9,0.001438
1024,ColMajor,9,0.023265
1024,NumpyStrided,9,0.001980
1024,Morton,9,0.006563
1024,Tiled,9,0.002171
1024,RowMajor,10,0.001430
1024,ColMajor,10,0.023322
1024,NumpyStrided,10,0.001929
1024,Morton,10,0.007266
1024,Tiled,10,0.002842
1024,RowMajor,11,0.001871
1024,ColMajor,11,0.028298
1024,NumpyStrided,11,0.001993
1024,Morton,11,0.005704
1024,Tiled,11,0.001889
1024,RowMajor,12,0.001427
1024,ColMajor,12,0.024288
1024,NumpyStrided,12,0.001960
1024,Morton,12,0.005433
1024,Tiled,12,0.001880
1024,RowMajor,13,0.001458
1024,ColMajor,13,0.025434
1024,NumpyStrided,13,0.002227
1024,Morton,13,0.005341
1024,Tiled,13,0.001942
1024,RowMajor,14,0.001967
1024,ColMajor,14,0.029997
1024,NumpyStrided,14,0.001978
1024,Morton,14,0.007461
1024,Tiled,14,0.002251
1024,RowMajor,15,0.001441
1024,ColMajor,15,0.026415
1024,NumpyStrided,15,0.002233
1024,Morton,15,0.007821
1024,Tiled,15,0.002031
1024,RowMajor,16,0.001679
1024,ColMajor,16,0.029020
1024,NumpyStrided,16,0.001843
1024,Morton,16,0.006784
1024,Tiled,16,0.002274
1024,RowMajor,17,0.001427
1024,ColMajor,17,0.025909
1024,NumpyStrided,17,0.002838
1024,Morton,17,0.007095
1024,Tiled,17,0.002528
1024,RowMajor,18,0.001417
1024,ColMajor,18,0.024592
1024,NumpyStrided,18,0.001954
1024,Morton,18,0.006092
1024,Tiled,18,0.002324
1024,RowMajor,19,0.001393
1024,ColMajor,19,0.027987
1024,NumpyStrided,19,0.001948
1024,Morton,19,0.006918
1024,Tiled,19,0.002848
1024,RowMajor,20,0.001388
1024,ColMajor,20,0.025314
1024,NumpyStrided,20,0.001801
1024,Morton,20,0.005317
1024,Tiled,20,0.001868
1024,RowMajor,21,0.001392
1024,ColMajor,21,0.028531
1024,NumpyStrided,21,0.001756
1024,Morton,21,0.006099
1024,Tiled,21,0.002211
1024,RowMajor,22,0.001477
1024,ColMajor,22,0.026772
1024,NumpyStrided,22,0.002120
1024,Morton,22,0.006239
1024,Tiled,22,0.002220
1024,RowMajor,23,0.001394
1024,ColMajor,23,0.026458
1024,NumpyStrided,23,0.001922
1024,Morton,23,0.005340
1024,Tiled,23,0.002067
1024,RowMajor,24,0.001533
1024,ColMajor,24,0.025993
1024,NumpyStrided,24,0.001977
1024,Morton,24,0.007904
1024,Tiled,24,0.003568
1024,RowMajor,25,0.001446
1024,ColMajor,25,0.024253
1024,NumpyStrided,25,0.002367
1024,Morton,25,0.005835
1024,Tiled,25,0.001824
1024,RowMajor,26,0.001634
1024,ColMajor,26,0.028086
1024,NumpyStrided,26,0.002446
1024,Morton,26,0.006981
1024,Tiled,26,0.001914
1024,RowMajor,27,0.001394
1024,ColMajor,27,0.027979
1024,NumpyStrided,27,0.002062
1024,Morton,27,0.005226
1024,Tiled,27,0.002201
1024,RowMajor,28,0.001848
1024,ColMajor,28,0.024377
1024,NumpyStrided,28,0.001708
1024,Morton,28,0.005529
1024,Tiled,28,0.002380
1024,RowMajor,29,0.001653
1024,ColMajor,29,0.026088
1024,NumpyStrided,29,0.002136
1024,Morton,29,0.006887
1024,Tiled,29,0.002195
1024,RowMajor,30,0.001438
1024,ColMajor,30,0.024897
1024,NumpyStrided,30,0.001978
1024,Morton,30,0.005860
1024,Tiled,30,0.002846
1024,RowMajor,31,0.001612
1024,ColMajor,31,0.028021
1024,NumpyStrided,31,0.002209
1024,Morton,31,0.008725
1024,Tiled,31,0.002382
1024,RowMajor,32,0.001421
1024,ColMajor,32,0.025034
1024,NumpyStrided,32,0.001931
1024,Morton,32,0.007776
1024,Tiled,32,0.002268
1024,RowMajor,33,0.001403
1024,ColMajor,33,0.023463
1024,NumpyStrided,33,0.001715
1024,Morton,33,0.005215
1024,Tiled,33,0.002873
1024,RowMajor,34,0.001678
1024,ColMajor,34,0.024184
1024,NumpyStrided,34,0.002140
1024,Morton,34,0.007242
1024,Tiled,34,0.002635
1024,RowMajor,35,0.001887
1024,ColMajor,35,0.024750
1024,NumpyStrided,35,0.001940
1024,Morton,35,0.008062
1024,Tiled,35,0.001938
1024,RowMajor,36,0.001395
1024,ColMajor,36,0.024997
1024,NumpyStrided,36,0.001740
1024,Morton,36,0.005972
1024,Tiled,36,0.001870
1024,RowMajor,37,0.001416
1024,ColMajor,37,0.025092
1024,NumpyStrided,37,0.002419
1024,Morton,37,0.005765
1024,Tiled,37,0.002395
1024,RowMajor,38,0.001401
1024,ColMajor,38,0.023969
1024,NumpyStrided,38,0.002692
1024,Morton,38,0.006771
1024,Tiled,38,0.001890
1024,RowMajor,39,0.001387
1024,ColMajor,39,0.026907
1024,NumpyStrided,39,0.001915
1024,Morton,39,0.005230
1024,Tiled,39,0.001968
1024,RowMajor,40,0.001787
1024,ColMajor,40,0.023918
1024,NumpyStrided,40,0.001987
1024,Morton,40,0.007638
1024,Tiled,40,0.001996
1024,RowMajor,41,0.001416
1024,ColMajor,41,0.023373
1024,NumpyStrided,41,0.001888
1024,Morton,41,0.006197
1024,Tiled,41,0.002194
1024,RowMajor,42,0.001413
1024,ColMajor,42,0.023698
1024,NumpyStrided,42,0.001773
1024,Morton,42,0.005978
1024,Tiled,42,0.002027
1024,RowMajor,43,0.001403
1024,ColMajor,43,0.023242
1024,NumpyStrided,43,0.002205
1024,Morton,43,0.007201
1024,Tiled,43,0.001839
1024,RowMajor,44,0.001664
1024,ColMajor,44,0.029190
1024,NumpyStrided,44,0.002098
1024,Morton,44,0.007322
1024,Tiled,44,0.002327
1024,RowMajor,45,0.002245
1024,ColMajor,45,0.029066
1024,NumpyStrided,45,0.001961
1024,Morton,45,0.006917
1024,Tiled,45,0.001882
1024,RowMajor,46,0.001829
1024,ColMajor,46,0.026455
1024,NumpyStrided,46,0.002310
1024,Morton,46,0.006697
1024,Tiled,46,0.002168
1024,RowMajor,47,0.001394
1024,ColMajor,47,0.026302
1024,NumpyStrided,47,0.001769
1024,Morton,47,0.005413
1024,Tiled,47,0.002117
1024,RowMajor,48,0.001438
1024,ColMajor,48,0.030175
1024,NumpyStrided,48,0.001742
1024,Morton,48,0.006163
1024,Tiled,48,0.002671
1024,RowMajor,49,0.001440
1024,ColMajor,49,0.029884
1024,NumpyStrided,49,0.002015
1024,Morton,49,0.007126
1024,Tiled,49,0.002150
1024,RowMajor,50,0.001729
1024,ColMajor,50,0.025325
1024,NumpyStrided,50,0.001843
1024,Morton,50,0.005743
1024,Tiled,50,0.001946
1024,RowMajor,51,0.001602
1024,ColMajor,51,0.026523
1024,NumpyStrided,51,0.001709
1024,Morton,51,0.009848
1024,Tiled,51,0.002537
1024,RowMajor,52,0.002368
1024,ColMajor,52,0.034076
1024,NumpyStrided,52,0.001948
1024,Morton,52,0.006930
1024,Tiled,52,0.002987
1024,RowMajor,53,0.001941
1024,ColMajor,53,0.034059
1024,NumpyStrided,53,0.002474
1024,Morton,53,0.008969
1024,Tiled,53,0.002180
1024,RowMajor,54,0.001421
1024,ColMajor,54,0.027826
1024,NumpyStrided,54,0.001895
1024,Morton,54,0.007119
1024,Tiled,54,0.002169
1024,RowMajor,55,0.001409
1024,ColMajor,55,0.025294
1024,NumpyStrided,55,0.002071
1024,Morton,55,0.008639
1024,Tiled,55,0.002315
1024,RowMajor,56,0.001574
1024,ColMajor,56,0.030163
1024,NumpyStrided,56,0.001949
1024,Morton,56,0.006707
1024,Tiled,56,0.001862
1024,RowMajor,57,0.001377
1024,ColMajor,57,0.027431
1024,NumpyStrided,57,0.002451
1024,Morton,57,0.005762
1024,Tiled,57,0.002315
1024,RowMajor,58,0.001466
1024,ColMajor,58,0.027975
1024,NumpyStrided,58,0.002046
1024,Morton,58,0.006593
1024,Tiled,58,0.002489
1024,RowMajor,59,0.001465
1024,ColMajor,59,0.025731
1024,NumpyStrided,59,0.002131
1024,Morton,59,0.006449
1024,Tiled,59,0.001841
1024,RowMajor,60,0.001478
1024,ColMajor,60,0.027226
1024,NumpyStrided,60,0.002508
1024,Morton,60,0.007316
1024,Tiled,60,0.002413
1024,RowMajor,61,0.001460
1024,ColMajor,61,0.024013
1024,NumpyStrided,61,0.001937
1024,Morton,61,0.006902
1024,Tiled,61,0.001877
1024,RowMajor,62,0.001682
1024,ColMajor,62,0.025095
1024,NumpyStrided,62,0.002656
1024,Morton,62,0.006849
1024,Tiled,62,0.002012
1024,RowMajor,63,0.001401
1024,ColMajor,63,0.028108
1024,NumpyStrided,63,0.001827
1024,Morton,63,0.005748
1024,Tiled,63,0.002219
1024,RowMajor,64,0.001922
1024,ColMajor,64,0.024977
1024,NumpyStrided,64,0.002238
1024,Morton,64,0.009794
1024,Tiled,64,0.002116
1024,RowMajor,65,0.001424
1024,ColMajor,65,0.025413
1024,NumpyStrided,65,0.002246
1024,Morton,65,0.007166
1024,Tiled,65,0.002077
1024,RowMajor,66,0.001407
1024,ColMajor,66,0.027801
1024,NumpyStrided,66,0.002474
1024,Morton,66,0.005442
1024,Tiled,66,0.001965
1024,RowMajor,67,0.001575
1024,ColMajor,67,0.027375
1024,NumpyStrided,67,0.002018
1024,Morton,67,0.005293
1024,Tiled,67,0.003089
1024,RowMajor,68,0.001542
1024,ColMajor,68,0.028358
1024,NumpyStrided,68,0.002024
1024,Morton,68,0.005582
1024,Tiled,68,0.001981
1024,RowMajor,69,0.002290
1024,ColMajor,69,0.024209
1024,NumpyStrided,69,0.001889
1024,Morton,69,0.006358
1024,Tiled,69,0.002030
1024,RowMajor,70,0.001400
1024,ColMajor,70,0.027646
1024,NumpyStrided,70,0.001982
1024,Morton,70,0.006052
1024,Tiled,70,0.001881
1024,RowMajor,71,0.001452
1024,ColMajor,71,0.026244
1024,NumpyStrided,71,0.002029
1024,Morton,71,0.006538
1024,Tiled,71,0.002252
1024,RowMajor,72,0.001443
1024,ColMajor,72,0.027898
1024,NumpyStrided,72,0.002348
1024,Morton,72,0.005909
1024,Tiled,72,0.003347
1024,RowMajor,73,0.001950
1024,ColMajor,73,0.033282
1024,NumpyStrided,73,0.001944
1024,Morton,73,0.005914
1024,Tiled,73,0.002053
1024,RowMajor,74,0.001440
1024,ColMajor,74,0.026228
1024,NumpyStrided,74,0.002031
1024,Morton,74,0.005220
1024,Tiled,74,0.002258
1024,RowMajor,75,0.001882
1024,ColMajor,75,0.027287
1024,NumpyStrided,75,0.001984
1024,Morton,75,0.006636
1024,Tiled,75,0.001905
1024,RowMajor,76,0.001392
1024,ColMajor,76,0.026158
1024,NumpyStrided,76,0.002612
1024,Morton,76,0.006106
1024,Tiled,76,0.001851
1024,RowMajor,77,0.001426
1024,ColMajor,77,0.023932
1024,NumpyStrided,77,0.002246
1024,Morton,77,0.005722
1024,Tiled,77,0.001841
1024,RowMajor,78,0.001434
1024,ColMajor,78,0.024739
1024,NumpyStrided,78,0.001975
1024,Morton,78,0.008703
1024,Tiled,78,0.003424
1024,RowMajor,79,0.001698
1024,ColMajor,79,0.024712
1024,NumpyStrided,79,0.001855
1024,Morton,79,0.006629
1024,Tiled,79,0.002107
1024,RowMajor,80,0.001470
1024,ColMajor,80,0.024154
1024,NumpyStrided,80,0.002115
1024,Morton,80,0.006711
1024,Tiled,80,0.002056
1024,RowMajor,81,0.001416
1024,ColMajor,81,0.023885
1024,NumpyStrided,81,0.001932
1024,Morton,81,0.006397
1024,Tiled,81,0.002479
1024,RowMajor,82,0.001423
1024,ColMajor,82,0.025075
1024,NumpyStrided,82,0.002347
1024,Morton,82,0.005641
1024,Tiled,82,0.001943
1024,RowMajor,83,0.001409
1024,ColMajor,83,0.024744
1024,NumpyStrided,83,0.001753
1024,Morton,83,0.005418
1024,Tiled,83,0.001898
1024,RowMajor,84,0.001506
1024,ColMajor,84,0.026180
1024,NumpyStrided,84,0.002091
1024,Morton,84,0.005693
1024,Tiled,84,0.001872
1024,RowMajor,85,0.001449
1024,ColMajor,85,0.026136
1024,NumpyStrided,85,0.001935
1024,Morton,85,0.007213
1024,Tiled,85,0.003693
1024,RowMajor,86,0.001857
1024,ColMajor,86,0.028383
1024,NumpyStrided,86,0.001740
1024,Morton,86,0.006570
1024,Tiled,86,0.003739
1024,RowMajor,87,0.001775
1024,ColMajor,87,0.023584
1024,NumpyStrided,87,0.002005
1024,Morton,87,0.006602
1024,Tiled,87,0.002309
1024,RowMajor,88,0.001437
1024,ColMajor,88,0.027428
1024,NumpyStrided,88,0.001829
1024,Morton,88,0.006123
1024,Tiled,88,0.002371
1024,RowMajor,89,0.001624
1024,ColMajor,89,0.026287
1024,NumpyStrided,89,0.002218
1024,Morton,89,0.005483
1024,Tiled,89,0.004756
1024,RowMajor,90,0.001673
1024,ColMajor,90,0.023588
1024,NumpyStrided,90,0.002033
1024,Morton,90,0.008339
1024,Tiled,90,0.003463
1024,RowMajor,91,0.001719
1024,ColMajor,91,0.025588
1024,NumpyStrided,91,0.001741
1024,Morton,91,0.007237
1024,Tiled,91,0.002187
1024,RowMajor,92,0.001447
1024,ColMajor,92,0.027966
1024,NumpyStrided,92,0.001970
1024,Morton,92,0.006183
1024,Tiled,92,0.002392
1024,RowMajor,93,0.001898
1024,ColMajor,93,0.026046
1024,NumpyStrided,93,0.002019
1024,Morton,93,0.006971
1024,Tiled,93,0.002168
1024,RowMajor,94,0.001925
1024,ColMajor,94,0.025285
1024,NumpyStrided,94,0.002438
1024,Morton,94,0.005794
1024,Tiled,94,0.002504
1024,RowMajor,95,0.001772
1024,ColMajor,95,0.029919
1024,NumpyStrided,95,0.002349
1024,Morton,95,0.008079
1024,Tiled,95,0.002115
1024,RowMajor,96,0.001426
1024,ColMajor,96,0.023053
1024,NumpyStrided,96,0.001887
1024,Morton,96,0.007860
1024,Tiled,96,0.002180
1024,RowMajor,97,0.001898
1024,ColMajor,97,0.026681
1024,NumpyStrided,97,0.002435
1024,Morton,97,0.005715
1024,Tiled,97,0.001824
1024,RowMajor,98,0.001415
1024,ColMajor,98,0.030532
1024,NumpyStrided,98,0.002217
1024,Morton,98,0.007165
1024,Tiled,98,0.002169
1024,RowMajor,99,0.001481
1024,ColMajor,99,0.029075
1024,NumpyStrided,99,0.002219
1024,Morton,99,0.007415
1024,Tiled,99,0.002231
1024,RowMajor,100,0.001617
1024,ColMajor,100,0.026155
1024,NumpyStrided,100,0.001891
1024,Morton,100,0.006401
1024,Tiled,100,0.002934
1024,RowMajor,101,0.001690
1024,ColMajor,101,0.025961
1024,NumpyStrided,101,0.002020
1024,Morton,101,0.006151
1024,Tiled,101,0.002181
1024,RowMajor,102,0.001390
1024,ColMajor,102,0.027893
1024,NumpyStrided,102,0.002024
1024,Morton,102,0.005425
1024,Tiled,102,0.002968
1024,RowMajor,103,0.001422
1024,ColMajor,103,0.024556
1024,NumpyStrided,103,0.001758
1024,Morton,103,0.006865
1024,Tiled,103,0.002150
1024,RowMajor,104,0.001435
1024,ColMajor,104,0.025339
1024,NumpyStrided,104,0.002729
1024,Morton,104,0.005761
1024,Tiled,104,0.001915
1024,RowMajor,105,0.001425
1024,ColMajor,105,0.023749
1024,NumpyStrided,105,0.002277
1024,Morton,105,0.006020
1024,Tiled,105,0.002147
1024,RowMajor,106,0.001411
1024,ColMajor,106,0.030907
1024,NumpyStrided,106,0.001834
1024,Morton,106,0.005532
1024,Tiled,106,0.002332
1024,RowMajor,107,0.001429
1024,ColMajor,107,0.024809
1024,NumpyStrided,107,0.001999
1024,Morton,107,0.006428
1024,Tiled,107,0.002040
1024,RowMajor,108,0.001412
1024,ColMajor,108,0.024167
1024,NumpyStrided,108,0.002070
1024,Morton,108,0.007093
1024,Tiled,108,0.001823
1024,RowMajor,109,0.001575
1024,ColMajor,109,0.023139
1024,NumpyStrided,109,0.002178
1024,Morton,109,0.006660
1024,Tiled,109,0.002369
1024,RowMajor,110,0.001475
1024,ColMajor,110,0.027408
1024,NumpyStrided,110,0.001992
1024,Morton,110,0.008254
1024,Tiled,110,0.003076
1024,RowMajor,111,0.002102
1024,ColMajor,111,0.032536
1024,NumpyStrided,111,0.002350
1024,Morton,111,0.006507
1024,Tiled,111,0.002334
1024,RowMajor,112,0.001416
1024,ColMajor,112,0.024100
1024,NumpyStrided,112,0.001822
1024,Morton,112,0.006233
1024,Tiled,112,0.002063
1024,RowMajor,113,0.001706
1024,ColMajor,113,0.029489
1024,NumpyStrided,113,0.001934
1024,Morton,113,0.006125
1024,Tiled,113,0.002019
1024,RowMajor,114,0.001399
1024,ColMajor,114,0.032107
1024,NumpyStrided,114,0.002115
1024,Morton,114,0.007431
1024,Tiled,114,0.001905
1024,RowMajor,115,0.001451
1024,ColMajor,115,0.025932
1024,NumpyStrided,115,0.001974
1024,Morton,115,0.006251
1024,Tiled,115,0.002323
1024,RowMajor,116,0.001636
1024,ColMajor,116,0.023755
1024,NumpyStrided,116,0.001973
1024,Morton,116,0.006064
1024,Tiled,116,0.001894
1024,RowMajor,117,0.002077
1024,ColMajor,117,0.029227
1024,NumpyStrided,117,0.002058
1024,Morton,117,0.007397
1024,Tiled,117,0.002364
1024,RowMajor,118,0.001465
1024,ColMajor,118,0.026873
1024,NumpyStrided,118,0.002048
1024,Morton,118,0.006530
1024,Tiled,118,0.002291
1024,RowMajor,119,0.001456
1024,ColMajor,119,0.026304
1024,NumpyStrided,119,0.002224
1024,Morton,119,0.006070
1024,Tiled,119,0.002204
1024,RowMajor,120,0.001405
1024,ColMajor,120,0.026278
1024,NumpyStrided,120,0.001797
1024,Morton,120,0.005756
1024,Tiled,120,0.002064
1024,RowMajor,121,0.001502
1024,ColMajor,121,0.027374
1024,NumpyStrided,121,0.002298
1024,Morton,121,0.005654
1024,Tiled,121,0.003136
1024,RowMajor,122,0.001595
1024,ColMajor,122,0.026216
1024,NumpyStrided,122,0.001887
1024,Morton,122,0.005549
1024,Tiled,122,0.001824
1024,RowMajor,123,0.001378
1024,ColMajor,123,0.027176
1024,NumpyStrided,123,0.002331
1024,Morton,123,0.006568
1024,Tiled,123,0.002542
1024,RowMajor,124,0.001406
1024,ColMajor,124,0.025368
1024,NumpyStrided,124,0.001728
1024,Morton,124,0.005818
1024,Tiled,124,0.002374
1024,RowMajor,125,0.001761
1024,ColMajor,125,0.027276
1024,NumpyStrided,125,0.002995
1024,Morton,125,0.008790
1024,Tiled,125,0.004083
1024,RowMajor,126,0.001888
1024,ColMajor,126,0.025854
1024,NumpyStrided,126,0.002678
1024,Morton,126,0.006126
1024,Tiled,126,0.001996
1024,RowMajor,127,0.001505
1024,ColMajor,127,0.024724
1024,NumpyStrided,127,0.001912
1024,Morton,127,0.006970
1024,Tiled,127,0.002063
1024,RowMajor,128,0.001472
1024,ColMajor,128,0.025466
1024,NumpyStrided,128,0.001915
1024,Morton,128,0.006436
1024,Tiled,128,0.001997
1024,RowMajor,129,0.001775
1024,ColMajor,129,0.025508
1024,NumpyStrided,129,0.003488
1024,Morton,129,0.007271
1024,Tiled,129,0.002324
1024,RowMajor,130,0.001407
1024,ColMajor,130,0.031818
1024,NumpyStrided,130,0.001825
1024,Morton,130,0.005335
1024,Tiled,130,0.001846
1024,RowMajor,131,0.001937
1024,ColMajor,131,0.025646
1024,NumpyStrided,131,0.002067
1024,Morton,131,0.006266
1024,Tiled,131,0.002471
1024,RowMajor,132,0.001541
1024,ColMajor,132,0.025281
1024,NumpyStrided,132,0.002047
1024,Morton,132,0.006124
1024,Tiled,132,0.002320
1024,RowMajor,133,0.002246
1024,ColMajor,133,0.025973
1024,NumpyStrided,133,0.002310
1024,Morton,133,0.005468
1024,Tiled,133,0.001978
1024,RowMajor,134,0.001432
1024,ColMajor,134,0.024672
1024,NumpyStrided,134,0.001954
1024,Morton,134,0.005325
1024,Tiled,134,0.001929
1024,RowMajor,135,0.001490
1024,ColMajor,135,0.025341
1024,NumpyStrided,135,0.002095
1024,Morton,135,0.007310
1024,Tiled,135,0.002128
1024,RowMajor,136,0.002224
1024,ColMajor,136,0.025729
1024,NumpyStrided,136,0.001938
1024,Morton,136,0.006108
1024,Tiled,136,0.002065
1024,RowMajor,137,0.001525
1024,ColMajor,137,0.027263
1024,NumpyStrided,137,0.002661
1024,Morton,137,0.006752
1024,Tiled,137,0.003524
1024,RowMajor,138,0.002152
1024,ColMajor,138,0.025302
1024,NumpyStrided,138,0.001987
1024,Morton,138,0.007707
1024,Tiled,138,0.001822
1024,RowMajor,139,0.001559
1024,ColMajor,139,0.026840
1024,NumpyStrided,139,0.001873
1024,Morton,139,0.007717
1024,Tiled,139,0.003333
1024,RowMajor,140,0.001792
1024,ColMajor,140,0.023900
1024,NumpyStrided,140,0.002105
1024,Morton,140,0.005497
1024,Tiled,140,0.001905
1024,RowMajor,141,0.001515
1024,ColMajor,141,0.027336
1024,NumpyStrided,141,0.001723
1024,Morton,141,0.006136
1024,Tiled,141,0.002156
1024,RowMajor,142,0.001460
1024,ColMajor,142,0.025976
1024,NumpyStrided,142,0.002487
1024,Morton,142,0.006512
1024,Tiled,142,0.001821
1024,RowMajor,143,0.001426
1024,ColMajor,143,0.025405
1024,NumpyStrided,143,0.002164
1024,Morton,143,0.005842
1024,Tiled,143,0.001955
1024,RowMajor,144,0.001443
1024,ColMajor,144,0.022712
1024,NumpyStrided,144,0.001980
1024,Morton,144,0.006541
1024,Tiled,144,0.002306
1024,RowMajor,145,0.001433
1024,ColMajor,145,0.028078
1024,NumpyStrided,145,0.001933
1024,Morton,145,0.005679
1024,Tiled,145,0.002505
1024,RowMajor,146,0.001887
1024,ColMajor,146,0.024735
1024,NumpyStrided,146,0.002033
1024,Morton,146,0.005358
1024,Tiled,146,0.002776
1024,RowMajor,147,0.001474
1024,ColMajor,147,0.025778
1024,NumpyStrided,147,0.002100
1024,Morton,147,0.006562
1024,Tiled,147,0.001837
1024,RowMajor,148,0.001608
1024,ColMajor,148,0.033108
1024,NumpyStrided,148,0.001824
1024,Morton,148,0.007095
1024,Tiled,148,0.002694
1024,RowMajor,149,0.001607
1024,ColMajor,149,0.029513
1024,NumpyStrided,149,0.001721
1024,Morton,149,0.005697
1024,Tiled,149,0.002131
1024,RowMajor,150,0.001522
1024,ColMajor,150,0.028890
1024,NumpyStrided,150,0.002071
1024,Morton,150,0.005658
1024,Tiled,150,0.002042
1024,RowMajor,151,0.001509
1024,ColMajor,151,0.026201
1024,NumpyStrided,151,0.002072
1024,Morton,151,0.006981
1024,Tiled,151,0.002041
1024,RowMajor,152,0.001481
1024,ColMajor,152,0.024317
1024,NumpyStrided,152,0.001968
1024,Morton,152,0.006900
1024,Tiled,152,0.001972
1024,RowMajor,153,0.001455
1024,ColMajor,153,0.032540
1024,NumpyStrided,153,0.002004
1024,Morton,153,0.006167
1024,Tiled,153,0.001898
1024,RowMajor,154,0.001471
1024,ColMajor,154,0.028342
1024,NumpyStrided,154,0.002180
1024,Morton,154,0.008853
1024,Tiled,154,0.003533
1024,RowMajor,155,0.001450
1024,ColMajor,155,0.023064
1024,NumpyStrided,155,0.002189
1024,Morton,155,0.006531
